shipment_no,log,current_status
N1635069,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769145,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635091,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635063,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635068,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635089,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635090,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635088,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769123,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769124,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769122,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635062,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635061,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769121,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635059,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769113,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635058,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769120,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635038,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769119,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635037,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635057,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635056,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635035,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635054,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635033,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769117,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635034,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769115,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769116,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635053,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635031,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769089,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635052,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769114,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635030,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635029,"[['PA - In Transit', '2024-10-14 13:31:48', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769097,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769096,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769126,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769095,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769094,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769093,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769092,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635027,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635026,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769091,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635049,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635048,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769085,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635047,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769087,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769088,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635046,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769090,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635024,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769083,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635018,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769082,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769081,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635006,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769079,"[['PA - In Transit', '2024-10-14 13:31:45', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769080,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769078,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769077,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635003,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635002,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635001,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769075,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634999,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634998,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634997,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769076,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635017,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769073,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769072,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635000,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634996,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635015,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769074,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634995,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635014,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769071,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635013,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635016,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634994,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769057,"[['PA - In Transit', '2024-10-14 13:31:42', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634993,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769056,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1635012,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769054,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769055,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634992,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769053,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634983,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769372,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin']]",PA - In Transit
C1769051,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634988,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634989,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769050,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634987,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769049,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769048,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769047,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634959,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634982,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769046,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769045,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634960,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634961,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769043,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634953,"[['PA - In Transit', '2024-10-14 13:31:40', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769042,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769044,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769033,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634956,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634978,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634977,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634979,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634958,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634957,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769037,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634970,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769040,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634954,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634955,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769039,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634952,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769038,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769035,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769034,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634950,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769020,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769023,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634951,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769022,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634974,"[['PA - In Transit', '2024-10-14 13:31:37', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769021,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634948,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634949,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769019,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634975,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634947,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634966,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634965,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634972,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769028,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634973,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634933,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634946,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634913,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769016,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634943,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769017,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634942,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634940,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634941,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634932,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634915,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769365,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634930,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769014,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634938,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769026,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634937,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634936,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769027,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769013,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769011,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769010,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769009,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769008,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769006,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634896,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634891,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769007,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634897,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634893,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634894,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634926,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769000,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634892,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634925,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634890,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769012,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634928,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634912,"[['PA - In Transit', '2024-10-14 13:31:34', 'Admin'], ['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634888,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634887,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769004,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769002,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768984,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1769003,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768986,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634885,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768985,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634882,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634923,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634922,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634883,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768992,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634881,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768983,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768967,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634880,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634910,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
C1768982,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
N1634879,"[['PA - In Transit', '2024-10-14 16:30:45', 'sql']]",PA - In Transit
